Coll. No.,Family,Scientific Name,Common Name,Locality and habitat description,Habit,GPSN,GPSE,Altitude,Date,Collector,Identifier,Note
3871,Commelinaceae,Murdannia loriformis,牛軛草,"新北市 (New Taipei city), 坪林區 (Pinglin district), 台9線 (Highway no.9)",flowering,,,,11 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3872,Valeriaceae,Patrinia formosana Kitam.,台灣敗醬,"宜蘭縣 (Ilan county), 大同鄉(Tatung township), 四季林道 (Suchih forest trail)",flowering and fruiting,,,,11 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3873,Lauraceae,Neolitsea konishii (Hayata) Kaneh. & Sasaki,五掌楠,"宜蘭縣 (Ilan county), 大同鄉(Tatung township), 四季林道 (Suchih forest trail)",fruiting,,,,11 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3874,Scorphulariaceae,Veronicastrum axilare var. shimadae,新竹腹水草,"宜蘭縣 (Ilan county), 大同鄉(Tatung township), 四季林道 (Suchih forest trail)",fruiting,,,,11 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3875,Lauraceae,Phoebe,台灣雅楠,"宜蘭縣 (Ilan county), 大同鄉(Tatung township), 四季林道 (Suchih forest trail)",fruiting,,,,11 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3876,Rosaceae,Rubus nagasawanus Koidz.,大同灰葉懸鉤子,"宜蘭縣 (Ilan county), 大同鄉(Tatung township), 四季林道 (Suchih forest trail)",flowering,,,,11 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3877,Verbenaceae,Callicarpa tikusikensis Masam.,銳葉紫珠,"宜蘭縣 (Ilan county), 大同鄉(Tatung township), 四季林道 (Suchih forest trail)",fruiting,,,,11 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3878,Symplocaceae,Symplocos konishii,小西氏灰木,"宜蘭縣 (Ilan county), 大同鄉(Tatung township), 四季林道 (Suchih forest trail)",fruiting,,,,11 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3879,Dioscoreaceae,Dioscorea sp.,,"花蓮縣 (Hualien county), 壽豐鄉 (Shoufeng township), 白鮑溪產業道路 (Paipaohsi industrail trail)",fruiting,,,,10 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3880,Cyperaceae,Carex sp.,,"花蓮縣 (Hualien county), 秀林鄉 (Hsiulin township), 中橫路旁 (Roadside of central cross highway)",fruiting,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3881,Aspleniaceae,Asplenium pekinense Hance,北京鐵角蕨,"花蓮縣 (Hualien county), 秀林鄉 (Hsiulin township), 中橫路旁 (Roadside of central cross highway)",sporing,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3882,Aspleniaceae,Asplenium capillipes Makino,姬鐵角蕨,"花蓮縣 (Hualien county), 秀林鄉 (Hsiulin township), 中橫路旁 (Roadside of central cross highway)",sporing,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3883,Compositae,Dendranthema horaimontana (Masam.) S.S. Ying,蓬萊油菊,"台中市 (Taichung city), 和平區 (Hoping Disc.), 台八線 (Highway no.8), 德基段 (Techih section)",flowering,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3884,Smilacaceae,Smilax menispermoidea A.DC.,巒大菝葜,"台中市 (Taichung city), 和平區 (Hoping Disc.), 福壽山農場 (Fushoushan farm)",fruiting,,,,13 Oct. 2015,趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. I Chen),,
3885,Compositae,Artemisia capillaris Thunb.,茵陳蒿,"台中市 (Taichung city), 和平區 (Hoping Disc.), 台八線 (Highway no.8), 梨山-德基 (Lishan to Techih)",fruiting,,,,13 Oct. 2015,趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. I Chen),,
3886,Leguminosae,Campylotropis giraldii (Schindl.) Schindl.,彎龍骨,"台中市 (Taichung city), 和平區 (Hoping Disc.), 台八線 (Highway no.8), 德基段 (Techih section)",flowering,,,,13 Oct. 2015,趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. I Chen),,
3887,Compositae,Dendranthema horaimontana (Masam.) S.S. Ying,蓬萊油菊,"台中市 (Taichung city), 和平區 (Hoping Disc.), 台八線 (Highway no.8), 德基段 (Techih section)",flowering,,,,13 Oct. 2015,趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. I Chen),,
3888,Verbenaceae,Caryopteris incana (Thunb. ex Houtt.) Miq.,灰葉蕕,"台中市 (Taichung city), 和平區 (Hoping Disc.), 台八線 (Highway no.8), 梨山-德基 (Lishan to Techih)",flowering,,,,13 Oct. 2015,趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. I Chen),,
3889,Asparagaceae,Ophiopogon reversus C.C.Huang,高節沿階草,"花蓮縣 (Hualien county), 秀林鄉 (Hsiulin township), 綠水合流步道 (En route from Lushui to Heliu)",flowering,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3890,Asparagaceae,Liriope minor var. angustissima (Ohwi) S.S. Ying,細葉麥門冬,"花蓮縣 (Hualien county), 秀林鄉 (Hsiulin township), 綠水合流步道 (En route from Lushui to Heliu)",flowering,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3891,Asparagaceae,Ophiopogon reversus C.C.Huang,高節沿階草,"花蓮縣 (Hualien county), 壽豐鄉 (Shoufeng township), 白鮑溪產業道路 (Paipaohsi industrail trail)",fruiting,,,,10 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3892,Colchicaceae,Disporum kawakamii Hayata,台灣寶鐸花,"花蓮縣 (Hualien county), 壽豐鄉 (Shoufeng township), 白鮑溪產業道路 (Paipaohsi industrail trail)",,,,,10 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3893,Asparagaceae,Ophiopogon sp.,,"台中市 (Taichung city), 和平區 (Hoping district), 820林道 (820 forest trail)",,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3894,Fagaceae,Lithocarpus shinsuiensis Hayata & Kaneh.,浸水營石櫟,"台東縣 (Taitung county), 達仁鄉 (Tajen township), 達仁林場 (Tajen experimental forest area), 入口對面 (across the entrance)",fruiting,,,,24 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3895,Symplocaceae,Symplocos caudata Wall. ex G.Don,尾葉灰木,"台東縣 (Taitung county), 大武鄉 (Tawu township), 山豬窟暖暖亭 (Shanchuku, Nuannuanting, a pavilion)",flowering,,,,24 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3896,Menispermaceae,Cyclea barbata Miers,土防巳,"嘉義縣 (Chiayi county), 竹崎鄉 (Chuchih township), 觀音瀑布 (Kuanin fall)",fruiting,,,,24 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3897,Asparagaceae,Liriope,,"嘉義縣 (Chiayi county), 竹崎鄉 (Chuchih township), 觀音瀑布 (Kuanin fall)",,,,,24 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3898,Compositae,Adenostemma lavenia,下田菊,"台東縣 (Taitung county), 達仁鄉 (Tajen township), 著加拉 (Chuchiala)-加津林溪 (Chachinlinhsi, a brook)",flowering,,,,25 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3899,Theaceae,Eurya septata,台灣格柃,"台東縣 (Taitung county), 達仁鄉 (Tajen township), 著加拉 (Chuchiala)-加津林溪 (Chachinlinhsi, a brook)",flowering,,,,25 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3900,Asparagaceae,Ophiopogon,,"台東縣 (Taitung county), 達仁鄉 (Tajen township), 著加拉 (Chuchiala)-加津林溪 (Chachinlinhsi, a brook)",,,,,25 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3901,Symplocaceae,Symplocos acuminata Miq.,大里力灰木,"台東縣 (Taitung county), 大武鄉 (Tawu township), 山豬窟暖暖亭 (Shanchuku, Nuannuanting, a pavilion)",fruiting,,,,24 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3902,Lauraceae,Machilus obovatifolia var. obovatifolia,倒卵葉楠,"屏東縣 (Pingtung county), 獅子鄉 (Shihtzu township), 199縣道 (County road No. 199)",fruiting,,,,25 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3903,Asparagaceae,Aspidistra daibuensis,大武蜘蛛抱蛋,"屏東縣 (Pingtung county), 獅子鄉 (Shihtzu township), 199縣道 (County road No. 199)",flowering,,,,25 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3904,Asparagaceae,Aspidistra daibuensis,大武蜘蛛抱蛋,"台東縣 (Taitung county), 大武鄉 (Tawu township), 山豬窟暖暖亭 (Shanchuku, Nuannuanting, a pavilion)",flowering,,,,24 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu),  張雅程 (Y. C. Chang)",,
3905,Leguminosae,Clitoria falcata Lam.,鐮刀莢蝶豆,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 永靖 (yongching)",fruiting,,,,12 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3906,Compositae,Sphaeranthus africanus L.,戴星草,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 永靖 (yongching)",flowering,,,,12 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3907,Euphorbiaceae,Claoxylon brachyandrum Pax & K.Hoffm.,假鐵莧,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 169縣道 (county road no. 169)",flowering,,,,12 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3908,Compositae,Vernonia maritima Merr.,濱斑鳩菊,"屏東縣 (Pingting county), 恆春鎮 (Hengchun town), 風吹沙 (Fengcheuisha, a sand shore)",flowering,,,,12 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3909,Leguminosae,Indigofera byobiensis Hosok.,貓鼻頭木藍,"屏東縣 (Pingtung county), 恆春鎮 (Hengchun town), 後壁湖往貓鼻頭 (Houbihu to Maobitou)",fruiting,,,,12 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3910,Violaceae,Hybanthus enneaspermus (L.) F. Muell.,鼠鞭草,"屏東縣 (Pingtung county), 恆春鎮 (Hengchun town), 後壁湖往貓鼻頭 (Houbihu to Maobitou)",flowering,,,,12 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3911,Scorphulariaceae,Striga masuria (Buch.-Ham. ex Benth.) Benth.,高雄獨腳金,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 永靖 (yongching)",fruiting,,,,12 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3912,Acanthaceae,Hygrophila salicifolia (Vahl) Nees,柳葉水蓑衣,"屏東縣 (Pingtung county), 恆春鎮 (Hengchun town), 後壁湖 (Houbihu)",flowering,,,,12 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3913,Leguminosae,Zornia intecta Mohlenbr.,台東葵草,"屏東縣 (Pingtung county), 恆春鎮 (Hengchun town)",flowering,,,,11 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3914,Labiatae,Hyptis suaveolens (L.) Poit.,香苦草,"屏東縣 (Pingtung county), 恆春鎮 (Hengchun town)",flowering,,,,11 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3915,Leguminosae,Polhillides velutina (Willd.) H.Ohashi & K.Ohashi,絨毛葉山螞蝗,"屏東縣 (Pingtung county), 恆春鎮 (Hengchun town)",flowering,,,,11 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3916,Poaceae,Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,黃茅,"屏東縣 (Pingtung county), 恆春鎮 (Hengchun town)",flowering,,,,11 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3917,Leguminosae,Crotalaria verrucosa L.,大葉野百合,"屏東縣 (Pingtung county), 牡丹鄉 (Mudan township), 石門古戰場 (Shihmen ancient battlefield)",fruiting,,,,11 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3918,Tiliaceae,Corchorus aestuans L.,繩黃麻,"屏東縣 (Pingtung county), 牡丹鄉 (Mudan township), 石門古戰場 (Shihmen ancient battlefield)",fruiting,,,,11 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3919,Leguminosae,Indigofera taiwaniana T.C.Huang & M.J.Wu,台灣木藍,"屏東縣 (Pingtung county), 恆春鎮 (Hengchun town)",fruiting,,,,11 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3920,Cyperaceae,Scleria lithosperma (L.) Sw.,石果珍珠茅,"屏東縣 (Pingtung county), 牡丹鄉 (Mudan township), 牡丹社事件紀念公園 (Mudan village incident memorial park)",fruiting,,,,11 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3921,Cyperaceae,Scleria levis Retz.,毛果珍珠茅,"屏東縣 (Pingtung county), 牡丹鄉 (Mudan township), 牡丹社事件紀念公園 (Mudan village incident memorial park)",fruiting,,,,11 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3922,Leguminosae,Indigofera linifolia (L. f.) Retz.,細葉木藍,"屏東縣 (Pingtung county), 牡丹鄉 (Mudan township), 石門古戰場 (Shihmen ancient battlefield)",fruiting,,,,11 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 郭明裕 (M. Y. Kuo), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3923,Rubiaceae,Lasianthus heiranensis Hayata,希蘭山雞屎樹,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 南仁湖步道 (Nanjenhu, a lake trail)",flowering,,,,13 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3924,Asparagaceae,Aspidistra daibuensis Hayata,大武蜘蛛抱蛋,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 南仁湖步道 (Nanjenhu, a lake trail)",,,,,13 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3925,Asparagaceae,Ophiopogon reversus C.C.Huang,高節沿階草,"屏東縣 (Pingtung county), 滿州鄉 (Manchou township), 南仁湖步道 (Nanjenhu, a lake trail)",,,,,13 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3926,Poaceae,Narenga porphyrocoma (Hance ex Trimen) Bor,河王八,"台南市 (Tainan district), 新化區 (Hsinhua district), 木架山草原 (Muchiashan grassland)",flowering,,,,21 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai)",,
3927,Polygalaceae,Polygala polifolia C.Presl,無柄花瓜子金,"台南市 (Tainan district), 新化區 (Hsinhua district), 木架山草原 (Muchiashan grassland)",flowering,,,,21 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai)",,
3928,Scorphulariaceae,Striga masuria (Buch.-Ham. ex Benth.) Benth.,高雄獨腳金,"台南市 (Tainan district), 新化區 (Hsinhua district), 木架山草原 (Muchiashan grassland)",fruiting,,,,21 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai)",,
3929,Euphorbiaceae,Euphorbia bifida Hook. & Arn.,華南大戟,"台南市 (Tainan district), 新化區 (Hsinhua district), 木架山草原 (Muchiashan grassland)",flowering,,,,21 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai)",,
3930,Melastomataceae,Osbeckia chinensis,金錦香,"台南市 (Tainan district), 新化區 (Hsinhua district), 木架山草原 (Muchiashan grassland)",fruiting,,,,21 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai)",,
3931,Labiatae,Hyptis spicigera Lam.,穗花香苦草,"台南市 (Tainan district), 新化區 (Hsinhua district), 木架山草原 (Muchiashan grassland)",fruiting,,,,21 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai)",,
3932,Labiatae,Mosla scabra (Thunb.) C.Y.Wu & H.W.Li,短梗香苦草,"台南市 (Tainan district), 新化區 (Hsinhua district), 木架山草原 (Muchiashan grassland)",fruiting,,,,21 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai)",,
3933,Cyperaceae,Scleria sp.,,"台南市 (Tainan district), 新化區 (Hsinhua district), 木架山草原 (Muchiashan grassland)",fruiting,,,,21 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai)",,
3934,Leguminosae,Indigofera glandulifera Page ex Steud.,腺葉木藍,"台南市 (Tainan district), 新化區 (Hsinhua district), 木架山草原 (Muchiashan grassland)",flowering,,,,21 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai)",,
3935,Asparagaceae,Aspidistra attenuata Hayata,薄葉蜘蛛抱蛋,"屏東縣 (Pingtung county), 瑪家鄉 (Machia township), 真笠山 (Chenlishan, a mountain)",flowering,,,,28 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 楊歷縣 (L. H. Yang), 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 陳勁凱 (C. K. Chen), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3936,Asparagaceae,Aspidistra attenuata Hayata,薄葉蜘蛛抱蛋,"屏東縣 (Pingtung county), 霧台鄉 (Wutai township), 霧台-阿禮 (Wutai to Ali)",fruiting,,,,29 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 楊歷縣 (L. H. Yang), 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 陳勁凱 (C. K. Chen), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3937,Asparagaceae,Peliosanthes macrostegia Hance,矮球子草,"屏東縣 (Pingtung county), 瑪家鄉 (Machia township), 真笠山 (Chenlishan, a mountain)",flowering,,,,28 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 楊歷縣 (L. H. Yang), 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 陳勁凱 (C. K. Chen), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3938,Poaceae,,,"屏東縣 (Pingtung county), 瑪家鄉 (Machia township), 瑪佳道路至真笠山 (Machia road to Chenlishan)",fruiting,,,,28 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 楊歷縣 (L. H. Yang), 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 陳勁凱 (C. K. Chen), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3939,Cyperaceae,Carex sp.,,"屏東縣 (Pingtung county), 霧台鄉 (Wutai township), 小鬼湖林道 (Hsiaokueihu forest trail)",flowering,,,,29 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 楊歷縣 (L. H. Yang), 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 陳勁凱 (C. K. Chen), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
3940,Compositae,Aster formosanus,台灣山白蘭,"屏東縣 (Pingtung county), 霧台鄉 (Wutai township), 小鬼湖林道 (Hsiaokueihu forest trail)",flowering,,,,29 Nov. 2015,"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 楊歷縣 (L. H. Yang), 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 陳勁凱 (C. K. Chen), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)",,
